,test concepts,total unique messages,message-concept ratio,reuse rate,novelty rate
3dshapes,600,7.7 $\pm$ 4.2,0.01 $\pm$ 0.01,0.92 $\pm$ 0.12,0.08 $\pm$ 0.12
